ticker,display_name,handle,post_text,timestamp,comments,likes,views
STEAM,Hy Bender,hybender,Even dedicated professionals need to let off steam now and then,2025-01-15T04:28:03.000Z,2,62,764
STEAM,Pirat_Nation,Pirat_Nation,"Kingdom Come Deliverance 2 Reportedly Banned In Saudi Arabia Due To Immoral Scenes

``Kingdom Come Deliverance II banned in Saudi Arabia, due to unskippable g** scenes in story mode.-Saudi Gaming Outlet´´

The game is still in Saudi Steam store and there is no official  statement",2025-01-15T14:12:06.000Z,338,2600,189000
STEAM,Glock9,glock9gamer,"My Current Steam Wishlist (2025 & 2026 New Games) #Steam #Wishlist 

https://youtu.be/3WIHs1T2RwY?si=CHgkDB9pRpXH9zcd…",2025-01-16T14:32:47.000Z,1,69,834
STEAM,Jean Nguyen,JeanAnimate,"Dinoblade is now available to Steam Wishlist! Started out as just animations for my demo reel, to gaining so much attention to make a game out of it so here we are. Dinoblade has been in development for a little over 1 year now and wishlisting it will help alot! Thank you all!",2025-01-14T02:00:54.000Z,162,11000,202000
STEAM,Creacas,creacas,"Steam Spacetrain | Bibi Cluster

Made with Kling + After Effects
So many ideas to work on..",2025-01-16T11:17:37.000Z,2,7,139
GGC,馬場 章,jesea_pres,"eスポーツイベント企画運営かつ広告代理業の先鋭集団GGC（Good Game Company）の児玉康平さん
@kodama_GGC
、北山尚弥さん
@Uru48r
にリアルでご挨拶

からの懇談おっお若いSNS上ではもっとおっさんを想像してお付き合いしていました…ごめんなさい

おふたりと「君の名は。」の新宿車窓観光",2025-01-15T03:23:03.000Z,2,12,3500
GGC,BriannaDavis20,bridavis2026,"2025 Summer schedule
@StarsNatGA
 @starsnationalfp
 @D1Softball
 @GGC_Softball
 @CoachStockdale2
 @JaxStateSB
 @LegacyLegendsS1",2025-01-16T02:55:20.000Z,0,9,96
GGC,群馬県ステーキ＆ハンバーグ専門店GGC・ハッピーバーグ,happyisland_ggc,"GGCキッチン本日限定販売！
、贅沢ダブルメルハンバーグ弁当！
 カップサラダ＆自家製ポタージュ付き
通常価格￥1,780→￥1,500（税込）の特別価格
！
【GGCキッチン】
電話　027-372-7330
住所　〒370-3524　群馬県高崎市中泉町631-7
 #上州牛 #あいびきハンバーグ #高崎グルメ #群馬グルメ #本日限定",2025-01-15T00:53:02.000Z,0,5,73
GGC,群馬県ステーキ＆ハンバーグ専門店GGC・ハッピーバーグ,happyisland_ggc,高崎本店すぐ横のゴミステーション。今日はゴミの日ではありません。カラスがゴミ袋に穴をあけてゴミが道路に散乱。毎回です。公共のルール、みんなで守ろう。,2025-01-15T23:22:42.000Z,0,1,77
GGC,兒玉 康平（Kodama Kouhei）,kodama_GGC,"んちょさん（ 
@photogaki1126
 ）、小田さん（ 
@odaasami
 ）、うるしーくん（
@Uru48r
 ）と一心たん助さんの目黒店さんにお邪魔してきました〜！！

やっぱりめちゃくちゃ美味しい(*´～｀*)ŧ‹""ŧ‹""ŧ‹""
東京来たらほんまに食べたくなる！！

わったーさん焼いて頂いてありがとうございました！",2025-01-14T15:25:35.000Z,2,36,5300
AINEB,Prof.Dr 🅩aineb,zenoozenoo2021,,2025-01-14T13:40:28.000Z,0,0,139
AINEB,Justus Dj,JustusAineb,Luseeke promax,2025-01-15T17:54:06.000Z,0,0,47
AINEB,Justus Dj,JustusAineb,Smart baaba,2025-01-15T16:47:10.000Z,0,0,26
AINEB,Justus Dj,JustusAineb,New home,2025-01-15T16:50:23.000Z,0,0,73
AINEB,Ｏｂｉｍｏ goat,aineb69790,Waiting,2025-01-16T06:18:39.000Z,0,0,0
