ticker,text,username,timestamp,likes,retweets,replies,views
TERMOVA," Boosted 500x TERMOVA on DEX Screener!
https://dexscreener.com/solana/EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

#Termova #Terminal #AI #ArtificialIntelligence #Technology #Grok #Analytics #Creativity #XAI #Solana #SOL","Termova
@TermovaSol
·
6h",2025-01-06T14:43:51.000Z,12,1,9,0
TERMOVA,"#TERMOVA 

The last cto went to 500k from a 10k floor….

Will you fade it again?","Mel
@melxprt
·
4h",2025-01-06T16:52:11.000Z,11,7,6,0
TERMOVA,"Highlighted $23 at $270k mcap in my private tg

#23 #xall #termova #chady #alive #mcs #t2f #light","Matteo 𝕏
@arianamatteo022
·
6h",2025-01-06T14:51:33.000Z,2,0,0,0
TERMOVA," ADVICE 

CA - #TERMOVA 

Community is taking over a coin that the dev rug pulled everyone on. Making him pay by sending it to the millions. Currently at 51k Mc.  

It’s not too late !!

CHECK PINNED POST / FOLLOW ME  + NOTIFICATION  ","Lou
@louxprt
·
4h",2025-01-06T16:42:34.000Z,7,4,4,0
TERMOVA," $Reader Found a Meme!

 $TERMOVA ( MC: 165.1K )
 TERMOVA: A hot new token that's on fire! With burning passion and sizzling potential, TERMOVA is heating up the crypto scene with its explosive energy. 

 CA: EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp
 
@TermovaSol","Solana Reader
@SolanaReader
·
6h",2025-01-06T14:43:04.000Z,0,0,1,0
TERMOVA,"Andriy Biletsky

All that remained of Russian equipement after the clearing of villages in the Karkiv region by the artilery of CCO ""A3OB""!
In general,during the counteroffensive in Varvarivka, Termova,Izbytski,and Staritsa the following were destroyed:
Three BMP2
Two BMP3","Livi
@NyisztorLivia
·
Sep 27, 2022",2022-09-27T13:22:50.000Z,5,0,2,0
TERMOVA,"$Termova Paid Dex Token Advertising

I just made a purchase from 
@dexscreener
 using 
@helio_pay
  
https://app.hel.io/pay/677beab372ed1fdd9229d498…

https://dexscreener.com/solana/EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

#Termova #Terminal #AI #ArtificialIntelligence #Technology #Grok #Analytics #Creativity #XAI #Solana #SOL","Termova
@TermovaSol
·
6h",2025-01-06T14:39:32.000Z,7,0,2,0
TERMOVA,"3个聪明钱正在买它！
3 smart traders are buying it! 

Token: TERMOVA (MC: $149.78K)

EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

看我资料获取无延迟信号 
 View my personal profile to get a no delay group","alexistiegj
@alexistieg84263
·
6h",2025-01-06T14:12:09.000Z,0,0,0,0
TERMOVA,"𝗡𝗮𝗺𝗲: Termova  $TERMOVA
𝗔𝗱𝗱𝗿𝗲𝘀𝘀: EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

 𝗠𝗮𝗿𝗸𝗲𝘁 𝗖𝗮𝗽: $89,826.623 USD
 𝗧𝗼𝘁𝗮𝗹 𝗛𝗼𝗹𝗱𝗲𝗿𝘀: 188
 𝗧𝗼𝗽 𝟭𝟬 𝗛𝗼𝗹𝗱𝗲𝗿𝘀: 34.11%
 𝗗𝗲𝘃 𝗛𝗼𝗹𝗱𝗶𝗻𝗴𝘀: 0%
 𝗟𝗮𝘂𝗻𝗰𝗵𝗲𝗱: 0 Day 0 Hour 46 Min. ago","MEMESCOPE BOT
@solmemescope
·
6h",2025-01-06T14:59:23.000Z,0,0,0,0
TERMOVA,"QUICK TRADE: https://gmgn.ai/sol/token/YCnwKRcG_EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp…

TERMOVA - Termova

EGe53NrPPdZSMSKsjeg3Z2vA3trg47WJwh4W2xbH4tCp

 Analysis:
├ Fill time: 46m 9s | KOTH: 45m ago |  TXs: 4/6
├ Dex:  | Bundled check: unchecked
└ Holders: 188 | Top 10: 14.29% | Dev: 0.00% ","Pump Fun Scanner
@PumpFunScanner
·
6h",2025-01-06T14:11:32.000Z,1,0,0,0
