ticker,display_name,handle,post_text,timestamp,comments,likes,views
CALEB,廿二,22NIAN22,#恋与深空 #夏以昼 #Caleb #マヒル #러브앤딥스페이스 #戀與深空 #LoveandDeepspace,2025-01-12T15:23:17.000Z,3,8000,117000
CALEB,Rumi,Rumizayne,"sylus - red flag on the outside, green flag in the inside

 caleb - green flag on the outside, red flag in the inside",2025-01-12T10:17:27.000Z,7,19000,250000
CALEB,(｡- .•)~♡,xyzfuls,#caleb: i think the apple’s rotten right to the core,2025-01-12T09:41:05.000Z,17,2600,33000
CALEB,growroses inthegarden,i_growroses,"People month ago: arguing with me that Caleb is NPC
People now:
#LoveandDeepspace #Caleb",2025-01-13T23:12:19.000Z,15,3900,43000
CALEB,Zuuu,nozumi21_,"#CALEB: ""Am I look like a saint to you?""",2025-01-14T07:21:41.000Z,7,142,2900
CALEB,rinnie★彡 exam week bleh,rinnielog,chibi #caleb on ur feed say hiii ^_^,2025-01-13T18:59:26.000Z,33,2000,23000
CALEB,Caleb 夏以昼 マヒル 하우주,Caleb_Xia,"Day and night, this is my only view. But in a week’s time, we will finally be able to meet again. See for yourself if I’m still your Gege",2025-01-14T16:53:15.000Z,1,9,199
Hana,April❀,Fuyu_Hana_,"Kanade: intently watching her girlfriend lift a dumbbell easily with one hand

Also Kanade: tries to do the same thing only to fail",2025-01-13T04:14:45.000Z,9,1500,16000
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_NAOKO

実力の暴力見せつけられました
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #NAOKO  #ナオコの女 #NoNoGirls",2025-01-12T07:21:23.000Z,12,6600,764000
Hana,ムラサキノハナ,murasaki_hana_,watching dramas,2025-01-12T00:48:07.000Z,0,143,17000
Hana,hana,glarehana,"- bu niye burda?
+ keyfim öyle istiyor çünkü  
BETON YETMEZ CİHAN ALBORA #cihal #uzakşehir",2025-01-13T19:14:00.000Z,6,2100,87000
Hana,Hana M,hana060292,"2010 - 2025 and counting~

Happy 15th Anniversary 
@official_CNBLUE
 !! 

Then, Now & Forever with CNBLUE

#CNBLUE #씨엔블루 #CNBLUE_15th_Anniversary
#ThenNowAndForeverWithCNBLUE
@JYHeffect
 @MR_KANGGUN
 @MentalShin",2025-01-13T15:39:31.000Z,1,414,9400
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_JISOO 

最推し見てください。
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #Jisoo  #NoNoGirls",2025-01-12T07:10:50.000Z,10,4500,420000
Hana,hana,nyetone,this golden retriever gf meal . i WILL jump do not test me,2025-01-12T23:01:53.000Z,6,1100,11000
Hana,hana,glarehana,"“iyi günler mine hanım.” ÇABASIZ KOMİK BİRİ HAHAHAAHAHAHA
#uzakşehir",2025-01-13T20:35:33.000Z,2,1200,43000
Hana,hana,hana40710717,"しま2083日目｡はる1985日目｡

すやすや",2025-01-13T21:40:22.000Z,10,476,2100
Weapon,Daniel Wade,dantalkssports,The Charger do have 1 weapon for sure.,2025-01-12T00:26:28.000Z,21,253,12000
Weapon,Nexxus,Nexxus236585401,"Happy #PortfolioDay !!
I'm Alexandre, I come from France and I'm a 3D Artist in Weapon and Props in Stylized style ! 

I'm looking for a job (freelance/contracts/full-time) !

 : laguigneralexandre@gmail.com
ArtStation : https://artstation.com/nexxxus

#3dart  #Lookingforwork",2025-01-14T17:59:03.000Z,0,10,198
Weapon,Good Things Guy,GoodThingsGuy,"Nelson Mandela once said, “Education is the most powerful weapon which you can use to change the world.” 

The Matric Class of 2024 has embraced this truth, marking a historic moment with an unprecedented pass rate that has the nation beaming with pride.",2025-01-14T04:44:02.000Z,17,9,13000
Weapon,Deniz The Trader,DenizTheTrader,"Consistency is the secret weapon. 

Just like that slingshot in the video

Effort, over time, makes anything possible.",2025-01-14T18:45:21.000Z,1,7,178
Weapon,Northants Police,NorthantsPolice,"Do you recognise this man? Officers investigating the possession of an offensive weapon in Kettering town centre, at about 3am on Friday, January 3, believe he may have information which could assist them. https://orlo.uk/A7lfA",2025-01-14T10:11:20.000Z,0,4,1300
Weapon,CONVERSE Japan,CONVERSE_Japan,"WEAPON CC OX ¥14,300（税込）
https://converse.co.jp/pages/brand-2025ss-weapon…

1986年に登場したバスケットボールシューズWEAPONをブラッシュアップしたモデル
カレッジカラーであるオフホワイト/ブラック、オフホワイト/パープルの2色展開でクラシックな雰囲気を感じさせる生成りのアウトソールがポイント

【発売】",2025-01-13T10:00:00.000Z,0,15,2800
Weapon,NYPD Midtown North,NYPDMTN,"Firearm Recovered 
While conducting patrol, NCO Officers spotted a male matching a firearm suspect’s description. 

Upon approach, the individual became irate, and discarded a firearm with a laser sight. 

The individual was arrested. And the weapon was safely recovered.",2025-01-12T19:50:54.000Z,8,85,3100
Weapon,The,TheHoleTweet,"Trump is ready for them this time, he has a secret weapon now.",2025-01-13T16:08:28.000Z,7,183,2500
Weapon,ADHDDude A-Grade SEND Education Rights Weapon,DudeAdhd,It seems that autistics and people with ADHD are stuck in the middle of ideologues - all pushing a narrative that is harmful. And now we have depression in their sights too.,2025-01-14T17:23:26.000Z,1,7,216
Weapon,International Defence Analysis,Defence_IDA,TAI's ANKA-III successfully fires weapons from its internal weapon bay.,2025-01-13T07:59:47.000Z,6,321,12000
Weapon,Kevin not DeBruyne,MarcusSsenkezi,Bryan Mbeumo's weapon formed against Manchester City,2025-01-14T17:10:28.000Z,1,10,177
Weapon,ROOZ,ROOZVA,"Confirm Pete Hegseth for Defense Secretary!

“We need to make sure every warrior is fully qualified on their assigned weapon system, every pilot is fully qualified and current on the aircraft they are flying, and every general or flag officer is selected for leadership based",2025-01-14T17:34:39.000Z,0,7,173
Hana,˗ˏˋ みるち┊︎GOKKOマーケターˎˊ˗,milu_xux,"#NNG_JISOO 

最推し見てください。
 
 #ノノガ  #花  #HANA #ノノガファイナル  #NoNoGirlsFinal  #Jisoo  #NoNoGirls",2025-01-12T07:10:50.000Z,10,4500,420000
Hana,No No Girls,NoNoGirls_X,"BMSG × CHANMINA
GIRLS GROUP AUDITION PROJECT 2024
""No No Girls"" から
『HANA』誕生

CHIKA, NAOKO, JISOO, YURI, MOMOKA, KOHARU, MAHINA

https://hana.b-rave.tokyo
@HANA__BRAVE",2025-01-12T07:34:33.000Z,315,88000,5200000
Hana,Hana M,hana060292,"2010 - 2025 and counting~

Happy 15th Anniversary 
@official_CNBLUE
 !! 

Then, Now & Forever with CNBLUE

#CNBLUE #씨엔블루 #CNBLUE_15th_Anniversary
#ThenNowAndForeverWithCNBLUE
@JYHeffect
 @MR_KANGGUN
 @MentalShin",2025-01-13T15:39:31.000Z,1,414,9400
Hana,hana,glarehana,"“iyi günler mine hanım.” ÇABASIZ KOMİK BİRİ HAHAHAAHAHAHA
#uzakşehir",2025-01-13T20:35:33.000Z,2,1200,43000
Hana,ちゃんみな CHANMINA,chanmina1014,"BMSG×CHANMINA
オーディションNO NO GIRLSから
私がプロデュースするグループの名前は『HANA』になりました

メンバーは
CHIKA, NAOKO, JISOO, YURI, MOMOKA KOHARU, MAHINA
の7人に決定しました！

ユニークな名前なのは承知の上で、アイデンティティや意味を何よりも大切にしました",2025-01-12T07:47:38.000Z,445,82000,4700000
Hana,ムラサキノハナ,murasaki_hana_,watching dramas,2025-01-12T00:48:07.000Z,0,143,17000
Hana,hana,nyetone,this golden retriever gf meal . i WILL jump do not test me,2025-01-12T23:01:53.000Z,6,1100,11000
Hana,もちかわちゃん,sakurabaharukax,"真逆のウチらが本当に真逆のウチらになって最高
HANAのMOMOKAこと髙畠百加ちゃんデビュー本当におめでとう
いつか２人が共演できますように

\ｳﾁﾗｧ/  6
#真逆のウチら #桜庭遥花 #髙畠百加 #ぱる畠",2025-01-12T07:24:32.000Z,23,6200,362000
Hana,Ryan Hana,RyanHanaWWP,Game going so fast you'd almost miss a patented Mo Seider reverse hit. #LGRW,2025-01-12T20:39:39.000Z,24,1300,45000
