ticker,display_name,handle,post_text,timestamp,comments,likes,views
STEAM,RayrayGumiChan,RayrayGumiChan,"THAT IS RIGHT! I AM DEBUTING AGAIN! MY 7 YEAR HIATUS IS FINALLY OVER! 
 Join me January 19th 9am-1pm EST for my BIRTHDAY STEAM and some catching up!
  Maybe even a evening stream later for presents opening!#VTuber #ENVTuber",2025-01-16T22:09:17.000Z,0,9,90
STEAM,Matt “The Steamrolla”Frevola,SteamRollaa,"Win lose or draw you always form a connection with fighters you share the octagon with. 

Good luck  
@ArmanUfc
 go get that strap! #UFC311",2025-01-16T15:02:17.000Z,23,743,33000
STEAM,るるいえ3D酔いゲーマーキュレーター,_Rlyeh,"【キュレーター投稿】アウラルと光の竜～Gathering Light～
年齢制限あり…だけど健全な王道RPG
人外娘いっぱい！
ストーリーや操作説明などかなり丁寧
ノリも好き
#Steam #アウラルと光の竜 
@mimuimu_tk",2025-01-16T08:30:46.000Z,2,12,1500
STEAM,Alex,PlanoGaming,First look at Final Fantasy VII Rebirth running on Steam Deck:,2025-01-16T16:25:20.000Z,7,11,343
STEAM,Sathrimel,sathrimel,"Peeps new giveaway for a Steam games is here!!!

https://gleam.io/AEH6Q/sathrimels-free-steam-game-key-giveaway…

3 winners this time because last time one winner didn’t want anything

Follow me on http://twitch.tv/sathrimel for more chances to win",2025-01-16T13:27:01.000Z,2,18,523
AINEB,Justus Dj,JustusAineb,General tagaaba masanyalaze,2025-01-16T17:46:24.000Z,0,1,20
AINEB,Justus Dj,JustusAineb,Bagonza,2025-01-16T17:56:23.000Z,0,0,39
AINEB,Justus Dj,JustusAineb,Congura bruv,2025-01-16T18:00:28.000Z,0,0,136
AINEB,Ｏｂｉｍｏ goat,aineb69790,Waiting,2025-01-16T06:18:39.000Z,0,0,5
AINEB,Justus Dj,JustusAineb,Hi darling play for humura by ray g goes out to my brother Belga mc,2025-01-16T10:37:43.000Z,0,0,6
GGC,GravesGilbertClinic,GravesGilbert,"We’re excited to welcome Dr. Allen Simms, MD, to the GGC Urology Department! 

He is welcoming patients at both our Main 201 Park Street location and the Greenview Physicians Specialty Center – Suite 200 in Bowling Green. 

Call 270.783.3343 to schedule an appointment.",2025-01-16T19:40:06.000Z,0,2,48
GGC,장 호 찬,ggc_VRC,나 솔직히 말해서 조금 밀덕임,2025-01-16T10:46:44.000Z,1,2,26
GGC,兒玉 康平（Kodama Kouhei）,kodama_GGC,おはようございます(*^^*),2025-01-17T00:08:58.000Z,2,14,368
GGC,Turhan Koyuncu - GGC Siirt Temsilcisi,turankoyuncu56,"Turhan Koyucu’nun Kaleminden:Lineer Metal Çinko Üretim Tesisi “Neden Hala Açılamıyor.” https://medyasiirt.com/gundem/turhan-koyucunun-kalemindenlineer-metal-cinko-uretim-tesisi-neden-h26878.html… 
@omerozer56
 aracılığıyla 
@TCSanayi
 @SiirtValiligi
 @RTErdogan
 @MedyaSiirt",2025-01-16T12:26:51.000Z,0,2,357
GGC,kanade embers,firepounds,EVERYONE IN GGC they are all so talented,2025-01-16T17:10:35.000Z,0,0,15
DAIT,Pump Fun Scanner,PumpFunScanner,"QUICK TRADE: https://gmgn.ai/sol/token/YCnwKRcG_Bm86T1yWoPHH6G2zcW6RnuDht2jLsrBVJGQqdZVnpump…

DAIT - Donald AI Trump

Bm86T1yWoPHH6G2zcW6RnuDht2jLsrBVJGQqdZVnpump

 Analysis:
├ Fill time: 1h 59m 14s | KOTH: 1m ago |  TXs: 67/35
├ Dex:  | Bundled check: unchecked
└ Holders: 92 | Top 10: 58.47% | Dev: 3.93%",2025-01-16T02:07:19.000Z,0,2,152
DAIT,PUMP Tracking,pumptrac,"Ticker: $DAIT
 Contract Address: Bm86T1yWoPHH6G2zcW6RnuDht2jLsrBVJGQqdZVnpump

[Pump Tracking ANALYSIS]:

 Market Cap: $85,940
 Holders: Concentrated at 44.6% on curve addresses

 Metrics:
•Memeability: 7.2/10
•Token Originality: 4.5/10
•Token Meta: Political",2025-01-16T02:16:57.000Z,0,2,351
DAIT,dait,dait1210,"ぼ喜多ミニSS、全年齢です。
もう一つのテーマで書くとしたら、ということで。",2025-01-16T02:58:00.000Z,6,109,8400
DAIT,Voting matters F’dAit’sFO time,BumphBean,Wonder why?,2025-01-16T16:36:12.000Z,0,0,8
DAIT,Dennis Vernvik,vernvik,$DAIT,2025-01-16T09:33:51.000Z,1,0,9
PG,PGC Basketball,PGCbasketball,“The most confident ppl are the most humble ppl..”,2025-01-16T23:35:43.000Z,0,16,2200
PG,Front Page Football,FrontPgFootball,"“They’ve got so many great young players coming through” 

Western United have put their faith in their academy talents, and now they are reaping the rewards  
@ChristianM29
 and 
@CaydnFWrites
 were full of praise for John Aloisi and the club on the latest FPF Podcast",2025-01-16T08:50:51.000Z,1,6,532
PG,Vinny,hot_town,"The thing about Elon mocking PG for noticing that he's tarnishing his image is important because

a) PG excels at spotting emerging trends
b) PG is a fair, honest dude",2025-01-16T11:06:03.000Z,2,4,238
PG,もちさん,0000_pg,"AI英単語帳アプリとして

単語をAIに解説してもらったうえで
自分が調べた単語から問題出すところまでつくってみた

クソみたいなクオリティw",2025-01-16T12:30:21.000Z,1,12,123
PG,PGF,PGFnetwork,"Registration is OPEN for the PGF 2025 So Cal Qualifier, happening June 13-15! 

Don’t wait—spots are limited, and this event is known to sell out quickly every year. Secure your team’s place on the road to the PGF National Championships! 

#PGF2025 #playPGF",2025-01-16T20:05:03.000Z,1,6,1200
